dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
m4_monthly/M/short,TSOrchestra-Toto2,1866601.5906358552,1866601.5906358552,552.0704668689644,0.9153681235149888,0.1585123720147242,0.1304090949420566,7.587823583179763,1366.236286531673,0.283950801775027,0.1147391950053595,0.0915250272505683,Econ/Fin,1
m4_quarterly/Q/short,TSOrchestra-Toto2,1735568.947917292,1735568.947917292,549.3077559452356,1.1614403158162896,0.1105103564577332,0.1000232492338546,9.09916970728498,1317.409939205444,0.2205112245552678,0.091944445169622,0.0735487820020602,Econ/Fin,1
m4_weekly/W/short,TSOrchestra-Toto2,243919.7358747668,243919.7358747668,246.08211063855512,1.866217856210486,0.0590320505963451,0.0588692880687701,13.49361819707865,493.8823097406576,0.0899776941920272,0.0448323425651578,0.0354442318089985,Econ/Fin,1
m4_yearly/A/short,TSOrchestra-Toto2,3499585.07585084,3499585.07585084,885.6112753358303,3.336906865340238,0.1651617233903159,0.1476754811353489,30.95866654444695,1870.717796956783,0.2999782691151655,0.1420118726171791,0.1154932037211984,Econ/Fin,1
m_dense/D/short,TSOrchestra-Toto2,8569.663913510232,8569.663913510232,41.92106761872735,0.6287053471443728,0.11808688554403,0.0909447341296817,6.939482789405769,92.57247924469904,0.1602566548359937,0.0725715689862053,0.0596668204977696,Transport,1
m_dense/H/long,TSOrchestra-Toto2,33847.35422955036,33847.35422955036,77.5048141919748,0.6769423321693518,0.2435629951440624,0.1854613260677139,6.78353334364312,183.97650455846355,0.3184905260634574,0.1341722906612153,0.1103451728539698,Transport,1
m_dense/H/medium,TSOrchestra-Toto2,36304.01622979,36304.01622979,77.38311304862741,0.6745986835193608,0.2464774340587502,0.1849841912213809,7.200150091289839,190.5361284108345,0.3315087917527108,0.134636840387039,0.1115740184765123,Transport,1
m_dense/H/short,TSOrchestra-Toto2,39157.27204533357,39157.27204533357,83.16054234368497,0.7462917675072916,0.274096449069548,0.1992321349894201,8.148375286131188,197.88196493196028,0.3509933237855926,0.1475060911946107,0.1220555702837465,Transport,1
restaurant/D/short,TSOrchestra-Toto2,140.73984383405727,140.73984383405727,7.133486347531133,0.6839715354945682,0.6758631253784734,0.3934163707680455,4.581725846256418,11.863382478621231,0.5459803488471748,0.3282995698351838,0.2570487255730772,Sales,1
saugeen/D/short,TSOrchestra-Toto2,1028.480787403599,1028.480787403599,11.8880152732821,2.640893085970981,0.2669745210736411,0.3059084991916698,33.39262183790286,32.06993588087757,1.038752864338315,0.3850556472045401,0.3277082391918624,Nature,1
